input,output
"What interested you in being part of the Guidelines project? Last, but not least, Daniel Koy is the final Artist joining in on the Guidelines project!","['Guidelines project <> Project', 'Daniel Koy <> Artist']"
When leveraging micro influencers brands must select several influencers to achieve the same total reach as a single macro influencer.,"['micro influencer <> influencer type', 'brands <> company/organization', 'macro influencer <> influencer type', 'total reach <> metric', 'influencers <> profession/group']"
Carentan is a riveting tale of historical research and a valuable modelling resource offered free by Matakishi's Tea House. consistent favourite of visitors to Matakishi's Tea House for many years years.,"['Carentan <> Title of a book/film', ""Matakishi's Tea House <> Business/Brand Name""]"
4 short horrors for 28mm gaming. White metal single piece castings supplied unpainted. ​Average height to top of head 26mm. A white metal model of the Tea House Cat.,"['horror <> genre', '28mm <> size', 'White metal <> material', 'single piece casting <> production method', 'unpainted <> state', 'Tea House Cat <> entity']"
"Realising that India has very good potential for development of river cruise tourism, the ministry has decided to develop the Ganga Heritage cruise circuit which will offer experience of river cruise and visits to historical settlements along the banks of Ganga in West Bengal.","['India <> Country', 'Ganga Heritage cruise circuit <> Tourist Circuit', 'Ganga <> River', 'West Bengal <> State', 'River cruise tourism <> Tourism Industry', 'Historical settlements <> Historical Places']"
Admiral Matakishi is a Limited Edition 28mm metal miniature. He is a little larger than the Starship Crew II as befits his status but matches well with the original (and sadly no longer available) original Starship Crew.,"['Admiral Matakishi <> fictional character', 'Limited Edition 28mm metal miniature <> product', 'Starship Crew II <> product', 'Original Starship Crew <> product']"
"The following year I was an Emerging Artist in resident at SAW, and we have kept in touch over the past couple of years as part of the SAW family.","['Emerging Artist <> Person/Artist', 'SAW <> Organization']"
Carentan details the building of the Second World War French town featured in Band of Brothers for wargaming in 28mm. It contains detailed build notes and many full colour photographs of the process.,"['Carentan <> Second World War French town', 'Band of Brothers <> TV series', 'wargaming <> Hobby', '28mm <> Scale model', 'build notes <> Instructions', 'full colour photographs <> Visual aid']"
This is why we recommend you don’t leave filing your tax return to the very last minute.,['tax return <> financial document']
A construction guide for building the mission at Rorke's Drift. A guide to painting Zulus. As well as further articles on scenery making and miniature painting.,"[""Rorke's Drift <> Place"", 'Zulus <> Ethnic Group', 'Scenery making <> Activity', 'Miniature painting <> Activity']"
9Th Annual Harvey Milk Fest Tomorrow! “Soul Men” closes out the Westcoast Black Theatre Troupe’s “change is gonna come” season with all the style and pizzazz we have come to expect from productions at the little theater that could.,"['Harvey Milk Fest <> Event', 'Soul Men <> Performance', 'Westcoast Black Theatre Troupe <> Organization', 'change is gonna come <> Season', 'little theater that could <> Venue']"
Can't wait to see what you create Daniel!,"['Daniel <> Person', 'create <> Action', 'wait <> Emotion', 'see <> Action']"
"A mistake which is all too common is missing the tax return deadline, this can result in interest and penalties which can bring about unnecessary additional cost.","['tax return deadline <> date/time', 'interest <> finance', 'penalties <> punishment']"
I was first introduced to Daniel while I was visiting our mutual friend Emma Levitz at Salem Art Works where they were both Intern Artists in residence.,"['Daniel <> Person', 'Emma Levitz <> Person', 'Salem Art Works <> Organization', 'Intern Artists <> Job Title', 'Residence <> Location']"
"Also, failing to file your income tax return in the first place, is definitely one of the largest mistakes for anyone to make.","['income tax return <> financial document', 'mistake <> error']"
"Includes plans for a control tower, a hangar and accommodation huts as well as a comprehensive list of tools and materials. Fully illustrated with photographs.","['control tower <> infrastructure', 'hangar <> infrastructure', 'accommodation huts <> infrastructure', 'tools <> equipment', 'materials <> resources']"
"The swarm includes six (6) metal miniatures. Three large boss leets and seven standard leets. Sculpted by Jason Miller, Inso, Mike Thorp and Curtis Fell.","['metal miniatures <> product', 'boss leets <> character', 'standard leets <> character', 'Jason Miller <> person', 'Inso <> person', 'Mike Thorp <> person', 'Curtis Fell <> person']"
"Currently mostly working in metal and wood, he makes a range of work from traditional sculpture, to furniture.","['metal <> material', 'wood <> material', 'traditional sculpture <> art form', 'furniture <> object']"
"Daniel Koy is an illustrator, sculptor, and scuba diver from New York City.","['Daniel Koy <> Person', 'illustrator <> Occupation', 'sculptor <> Occupation', 'scuba diver <> Occupation', 'New York City <> Location']"
There is also a section explaining the quest to match the known historical facts with the reality of Carentan today including both period and modern photographs and an analysis of the fighting at the time.,"['historical facts <> event', 'Carentan <> location', 'period photographs <> object', 'modern photographs <> object', 'fighting <> event']"
"Indeed change has come to WBTT, which has just opened its beautiful new education and outreach space and has plans underway to add additional seating and restrooms to the theater space. This has been a tremendous season, and I look forward to what is in store for the fall.","['WBTT <> Organization', 'education and outreach space <> Facility', 'additional seating <> Facility', 'restrooms <> Facility', 'season <> Event/Time', 'fall <> Event/Time']"
Many people don’t realise they must register for self-assessment before they can ever file a tax return.,"['people <> Individual', 'self-assessment <> Process', 'tax return <> Document']"
Filing income tax returns may be frustrating but it’s important to get them right.,"['income tax returns <> tax document', 'frustrating <> feeling/emotion', 'important <> significance', 'get them right <> action/verb']"
"As a result, every year we see people miss out on tax relief because of simple mistakes.","['tax relief <> financial benefit', 'people <> human being', 'year <> time period', 'mistakes <> error']"
"Comprehensive rules for fighting engagements involving British and Zulu forces. Four scenarios with maps and orders of battle; Rorke's Drift, Crossing the Nyzane River, Isandlwana and the disaster at the Intombe.","['British forces <> Military unit', 'Zulu forces <> Military unit', ""Rorke's Drift <> Location"", 'Nyzane River <> Location', 'Isandlwana <> Location', 'Intombe <> Location']"
"He is designed to go with existing 28mm African ranges. This deal includes the President's son kidogo baba wa watu and Kidogo's mother, Kahawan Bila Maziwa.","['28mm African ranges <> Product', ""President's son kidogo baba wa watu <> Person"", ""Kidogo's mother, Kahawan Bila Maziwa <> Person""]"
Full rules for ship-to-ship combat are included a well as an introductory scenario to help get your campaign off to a roaring start. Update 15 May 2018: The latest file version contains a character sheet and a ship character sheet.,"['ship-to-ship combat <> combat system', 'campaign <> gaming', 'scenario <> game scenario', 'character sheet <> game component', 'ship character sheet <> game component']"
"We invite poets from Latinx, Black, indigenous, international, LGBTQI, and other diverse groups to attend and participate in this inclusive event.","['Latinx <> Ethnicity/Culture', 'Black <> Ethnicity/Culture', 'Indigenous <> Ethnicity/Culture', 'International <> Nationality/Geographic Location', 'LGBTQI <> Sexual Orientation/Gender Identity', 'Inclusive event <> Event Type', 'Poets <> Occupation/Title']"
A large crowd including many friends and family greeted the cars when they entered Place Vendome after roller skating marshals cleared their progress round the Arc de Triomphe and down the Champs Elysees.,"['large crowd <> social gathering', 'friends <> social relationship', 'family <> social relationship', 'cars <> transportation', 'Place Vendome <> landmark', 'roller skating marshals <> occupation', 'Arc de Triomphe <> landmark', 'Champs Elysees <> landmark']"
